state_fips,start,end,measure,cells_exposed,cells_unexposed,employment_growth_exposed,wage_growth_exposed,wage_growth_exposed_se,employment_growth_unexposed,wage_growth_unexposed,wage_growth_unexposed_se,employment_growth_gap,wage_growth_gap
50,2022,2024,eloundou_beta,129,300,0.005107430476088123,0.0458317670685658,0.002957129898831179,0.01939207806302401,0.06510377893468047,0.002497788139745031,-0.014284647586935886,-0.01927201186611467
51,2022,2024,eloundou_beta,179,453,0.013754509547824605,0.043719609283141316,0.0018477277521828552,0.030658425750631102,0.05180333559612336,0.0015045609821671842,-0.0169039162028065,-0.008083726312982042
53,2022,2024,eloundou_beta,191,475,0.01482380599037956,0.0541031056182964,0.001829587718367,0.023263050876497972,0.05402319496826317,0.001113117926123631,-0.008439244886118412,7.991065003323111e-05
54,2022,2024,eloundou_beta,156,380,0.004863207744401921,0.04358917406893287,0.002564430891318311,0.01681531663776954,0.05419785769101846,0.0019472979505790247,-0.011952108893367619,-0.010608683622085592
55,2022,2024,eloundou_beta,184,477,0.018350131334640196,0.04537675435653441,0.0019594928509233524,0.019785563514918777,0.049635543728802085,0.0013133555819670314,-0.0014354321802785806,-0.004258789372267674
56,2022,2024,eloundou_beta,117,313,0.028547023751760204,0.045657347902373455,0.003083720258212183,0.016883749644991036,0.0445279217348539,0.0021957889435724985,0.011663274106769168,0.0011294261675195566
66,2022,2024,eloundou_beta,46,93,0.04089016378603865,0.04228227534003669,0.003889425603461039,0.020352112536719605,0.025343408329934966,0.005198800760126116,0.020538051249319046,0.01693886701010172
72,2022,2024,eloundou_beta,159,302,0.02204491595351602,0.04733499302635882,0.0029210887989020596,0.021827933935982084,0.0543274993700354,0.0026688527130818073,0.0002169820175339371,-0.006992506343676583
78,2022,2024,eloundou_beta,48,79,0.03806184773640034,0.04218571453512495,0.006287476458203731,0.036174289666961915,0.03495335980436828,0.004636288080518981,0.0018875580694384247,0.007232354730756674
01,2022,2024,felten_aioe,163,376,0.011999033019902213,0.03854821413196311,0.0020248619078727247,0.01549918374599739,0.0477520845315359,0.001281886945114234,-0.0035001507260951775,-0.009203870399572787
02,2022,2024,felten_aioe,120,256,0.0423693308583418,0.03833572398980897,0.002875948065751626,0.024662697549626453,0.0538991722579974,0.002515873519123792,0.017706633308715344,-0.01556344826818843
04,2022,2024,felten_aioe,163,363,0.01656911895955324,0.05368511639151379,0.002283655921799076,0.037447893158113865,0.05130861123475751,0.0014256361398813679,-0.020878774198560626,0.0023765051567562825
05,2022,2024,felten_aioe,149,354,0.030292445470417186,0.03830705953825094,0.0026993803545209065,0.021502377485152775,0.04618813946896971,0.001578242339640105,0.00879006798526441,-0.007881079930718772
06,2022,2024,felten_aioe,182,433,0.006321623571957485,0.04749973484915593,0.0021213127478328002,0.008249249366149758,0.0491402885544266,0.0010317603865066512,-0.0019276257941922732,-0.0016405537052706712
08,2022,2024,felten_aioe,163,386,0.016943645090235174,0.05636490596504502,0.0036439554648513782,0.02074236630264028,0.05338388722543032,0.0011989025450174998,-0.0037987212124051054,0.0029810187396147048
09,2022,2024,felten_aioe,159,331,0.0023895796286775295,0.04241912572754796,0.0027019331905611716,0.01741035465445179,0.04431694070863019,0.00151787194319647,-0.015020775025774261,-0.001897814981082227
10,2022,2024,felten_aioe,110,251,0.012069838619956537,0.04507961671950236,0.003063432901247832,0.0215642943806253,0.05563858011833387,0.0021182902520881096,-0.009494455760668763,-0.010558963398831507
11,2022,2024,felten_aioe,144,190,-0.0032587763535443545,0.03422642827397954,0.002575869325987382,0.03581014936920757,0.04179018050852351,0.0019379029201459384,-0.03906892572275192,-0.0075637522345439745
12,2022,2024,felten_aioe,173,421,0.023119343477928128,0.047919215580392936,0.0024501341712174812,0.03495408219282272,0.05615776826464185,0.0011610485865034814,-0.011834738714894592,-0.00823855268424891
13,2022,2024,felten_aioe,166,401,0.01587601788869097,0.04378957332691558,0.002604567703324609,0.019761464891883705,0.04753313848079886,0.001430815931180807,-0.0038854470031927345,-0.0037435651538832784
15,2022,2024,felten_aioe,127,264,0.0013092088449548015,0.028037016398565883,0.003093541998049592,0.02479421288776345,0.06230200987320173,0.003925686242715604,-0.02348500404280865,-0.03426499347463585
16,2022,2024,felten_aioe,150,329,0.03079691067446791,0.05612574678388518,0.0036923935097983585,0.040816184152400695,0.05826599747398707,0.0016654637448477326,-0.010019273477932786,-0.0021402506901018886
17,2022,2024,felten_aioe,173,375,-0.0043396360054171945,0.039680840188561474,0.00190966449819619,0.010404034812821428,0.047357770432082,0.0012177580203560038,-0.014743670818238623,-0.007676930243520529
18,2022,2024,felten_aioe,175,411,0.020552838020391744,0.0482270948905624,0.00197950165047772,0.0030080860087984967,0.05041208168695053,0.0013035394665790625,0.017544752011593247,-0.002184986796388129
19,2022,2024,felten_aioe,169,378,0.004416774418849855,0.035977656688378705,0.002431054928535671,0.008670521907798674,0.051334103530667904,0.0012867014135051142,-0.0042537474889488185,-0.0153564468422892
20,2022,2024,felten_aioe,162,362,0.01018792873189115,0.04502860787991466,0.0030251551165583605,0.01723931910656695,0.05201366488551089,0.001288180826995389,-0.0070513903746757985,-0.006985057005596228
21,2022,2024,felten_aioe,166,373,0.02237169295890015,0.04277545452317926,0.002696599700421325,0.01765976213050009,0.046089772127393694,0.001551251310128589,0.00471193082840006,-0.0033143176042144326
22,2022,2024,felten_aioe,154,363,0.006492257027422015,0.0374258484011141,0.0024415273745038973,0.013762316228963158,0.039941174066990826,0.001548402071719886,-0.007270059201541143,-0.0025153256658767276
23,2022,2024,felten_aioe,144,322,0.017850713638447795,0.04680177273857249,0.003628276068719596,0.012083535081447782,0.060201529280961216,0.0015597402945645052,0.005767178557000013,-0.013399756542388723
24,2022,2024,felten_aioe,180,357,0.017290460929964575,0.03894103505398786,0.002319723972643882,0.024818942822601848,0.049025448447527833,0.0013806102996114793,-0.007528481892637273,-0.010084413393539972
25,2022,2024,felten_aioe,164,352,0.02224120049472031,0.04032853166789898,0.0023700014118238676,0.007841294318044104,0.038040181687300556,0.0014261628818582153,0.014399906176676205,0.002288349980598424
26,2022,2024,felten_aioe,185,402,0.013710644683855962,0.0360059718917455,0.0023308236822494437,0.016306546961868687,0.04633687941673443,0.0012031461740966498,-0.0025959022780127246,-0.010330907524988928
27,2022,2024,felten_aioe,177,379,0.004973866423309264,0.042520998680765525,0.002125401230584097,0.01566311919600341,0.043087288446298076,0.0013785828840663552,-0.010689252772694148,-0.0005662897655325516
28,2022,2024,felten_aioe,153,351,0.025330065024938914,0.0460161543757161,0.002996354216737717,0.0012417103994740802,0.05245418609348316,0.0016216468483756772,0.024088354625464835,-0.006438031717767058
29,2022,2024,felten_aioe,164,387,0.007619247447462414,0.03407688346007194,0.0022958003285062493,0.021081557053153448,0.04471454082314984,0.0017789744612198833,-0.013462309605691034,-0.010637657363077896
30,2022,2024,felten_aioe,142,301,0.009227961653282499,0.0486739586441271,0.003268428453008133,0.014357815036430634,0.05663578707491568,0.0018735666213485658,-0.005129853383148135,-0.007961828430788576
31,2022,2024,felten_aioe,161,352,0.004642299890177692,0.04141341807111504,0.002510394388991099,0.02476903389058924,0.052141489020313965,0.0018723847998659679,-0.02012673400041155,-0.010728070949198927
32,2022,2024,felten_aioe,137,337,0.023964883876019943,0.04155268040645072,0.0034947418145907998,0.04213620090768864,0.056147480909116414,0.002173797965557434,-0.018171317031668695,-0.014594800502665692
33,2022,2024,felten_aioe,139,315,-0.019929582615823133,0.03951730127881594,0.0026063889863492972,0.037672763227331374,0.05154174334751318,0.0015500978443909069,-0.057602345843154504,-0.012024442068697239
34,2022,2024,felten_aioe,175,377,0.01151441865960227,0.028292234181142406,0.0022550260031631423,0.014761026515824147,0.04542004803395986,0.0015861253404438021,-0.0032466078562218767,-0.017127813852817454
35,2022,2024,felten_aioe,151,319,0.018313149810218764,0.05406332858385859,0.002874469861413806,0.02185576376881652,0.054527564095205004,0.0019481192038037717,-0.0035426139585977567,-0.00046423551134641694
36,2022,2024,felten_aioe,181,415,0.011659691588215006,0.03391515293436971,0.001627986474584743,0.015768779252928543,0.03854965450117949,0.0012917255820923776,-0.004109087664713537,-0.004634501566809779
37,2022,2024,felten_aioe,175,407,0.035012877728965816,0.039797773114217845,0.001681330670628982,0.01424906386455523,0.05124132115652077,0.0012212355110058485,0.020763813864410584,-0.011443548042302923
38,2022,2024,felten_aioe,122,279,0.023515395838042488,0.038208086844301735,0.0024001725941681686,0.018854659298151617,0.04065165312184132,0.001627998791659696,0.00466073653989087,-0.0024435662775395828
39,2022,2024,felten_aioe,182,419,0.0075014512178658375,0.03468466911429425,0.002171513256994662,0.008498788184285538,0.04715381292341328,0.0016247378444751491,-0.000997336966419701,-0.01246914380911903
40,2022,2024,felten_aioe,157,384,0.011752426428839254,0.04136148611792209,0.0023279165561826067,0.02701816383648562,0.04637966516326696,0.001664286044548885,-0.015265737407646368,-0.005018179045344871
41,2022,2024,felten_aioe,177,391,0.012536222220213519,0.04991011395133119,0.0026587314874939334,0.01969764893311902,0.05696036036079171,0.001452322370046108,-0.007161426712905502,-0.007050246409460517
42,2022,2024,felten_aioe,184,418,0.0067589545375804,0.03383016946065106,0.00193475589642154,0.020299340796720182,0.04151252543339451,0.0012645821683724392,-0.013540386259139782,-0.00768235597274345
44,2022,2024,felten_aioe,117,234,-0.0027161861907741103,0.03028640550239379,0.0033085658537157932,0.005398472519146474,0.04318765449345032,0.0023152281674142304,-0.008114658709920584,-0.012901248991056533
45,2022,2024,felten_aioe,172,380,0.02321635829343158,0.05797095156684721,0.002361033758628624,0.015459210663667516,0.05582735270359229,0.0012770682018767565,0.0077571476297640645,0.0021435988632549155
46,2022,2024,felten_aioe,131,305,-0.005336229945385936,0.04971381482875033,0.0021858284971773448,0.023149440940620734,0.051081611822492504,0.0011892079110308248,-0.02848567088600667,-0.0013677969937421763
47,2022,2024,felten_aioe,169,401,0.023299460353493052,0.05089503250374491,0.002384552784039397,0.021116800725440053,0.05295305546927222,0.0014895525406919252,0.0021826596280529985,-0.0020580229655273105
48,2022,2024,felten_aioe,183,440,0.02580492990143798,0.03520323147847156,0.0018534910543081804,0.026619417576435208,0.046594146770798865,0.0012705135137832068,-0.0008144876749972274,-0.011390915292327303
49,2022,2024,felten_aioe,169,375,0.023691168164115966,0.047446276233464174,0.0025271061559722073,0.021079482147237493,0.048736358902226815,0.0016497938869879472,0.002611686016878473,-0.0012900826687626404
50,2022,2024,felten_aioe,119,261,0.007039453749299044,0.04851538041220976,0.005011746956543931,0.011781556864070451,0.06369320952973341,0.0021322503929380714,-0.004742103114771407,-0.015177829117523647
51,2022,2024,felten_aioe,171,389,0.015104837399063122,0.0394062960377791,0.0024105557048896367,0.030206210112063266,0.05392183881129801,0.0014146072512872014,-0.015101372713000143,-0.014515542773518908
53,2022,2024,felten_aioe,179,405,0.01428456434669572,0.0503201747037392,0.0017289587978935052,0.01966752798065563,0.054957712846142676,0.0012282055580846798,-0.00538296363395991,-0.0046375381424034745
54,2022,2024,felten_aioe,147,320,0.0013335034574306645,0.03982776509146049,0.0026692406913890335,0.015026882244764565,0.0547409061193651,0.0020643189503003353,-0.0136933787873339,-0.014913141027904607
55,2022,2024,felten_aioe,175,405,0.01987332613014798,0.04754840671095328,0.0019030456260743737,0.01995171854373177,0.04925014544585835,0.0014020930452928603,-7.839241358379226e-05,-0.0017017387349050755
56,2022,2024,felten_aioe,110,273,0.022970805128600537,0.045861362602993457,0.004089838984732232,0.01672437316653733,0.043097814337028625,0.002074973627246213,0.006246431962063207,0.002763548265964831
66,2022,2024,felten_aioe,45,84,-0.023445250178317983,0.01319225882962875,0.010295553342551974,0.0465282800294022,0.035861549382940935,0.003413417996513371,-0.06997353020772018,-0.022669290553312186
72,2022,2024,felten_aioe,138,268,0.005677337543738101,0.061154737260496826,0.004105169915140402,0.01816981326548344,0.051194548477231566,0.0027208070946283967,-0.01249247572174534,0.00996018878326526
78,2022,2024,felten_aioe,43,69,0.043692779236006174,0.040974424901020726,0.006726801818291934,0.023039733793001806,0.034449499770655596,0.004421038036686925,0.020653045443004368,0.006524925130365129
